"DT_INCLUSAO";"Qualificação_Municípios.Região Covid-19";"Total de Casos";"Cod_Região";"Cod_Macro"
"23/11/2020";"Caxias do Sul - R23, R24, R25, R26";68;23;"SE"
"23/11/2020";"Capão da Canoa - R04, R05";44;4;"ME"
"23/11/2020";"Santa Rosa - R14";13;14;"MI"
"23/11/2020";"Santa Maria - R01, R02";70;1;"CO"
"23/11/2020";"Uruguaiana - R03";17;3;"CO"
"23/11/2020";"Canoas - R08";41;8;"ME"
"23/11/2020";"Erechim - R16";15;16;"NO"
"24/11/2020";"Capão da Canoa - R04, R05";120;4;"ME"
"24/11/2020";"Santo Ângelo - R11";99;11;"MI"
"24/11/2020";"Porto Alegre - R10";751;10;"ME"
"24/11/2020";"Caxias do Sul - R23, R24, R25, R26";342;23;"SE"
"24/11/2020";"Lajeado - R29, R30";141;29;"VA"
"24/11/2020";"Passo Fundo - R17, R18, R19";256;17;"NO"
"24/11/2020";"Erechim - R16";69;16;"NO"
"24/11/2020";"Cachoeira do Sul - R27";26;27;"VA"
"24/11/2020";"Santa Maria - R01, R02";73;1;"CO"
"24/11/2020";"Taquara - R06";90;6;"ME"
"24/11/2020";"Santa Cruz do Sul - R28";95;28;"VA"
"24/11/2020";"Canoas - R08";286;8;"ME"
"24/11/2020";"Ijuí - R13";73;13;"MI"
"24/11/2020";"Novo Hamburgo - R07";107;7;"ME"
"24/11/2020";"Santa Rosa - R14";111;14;"MI"
"24/11/2020";"Cruz Alta - R12";46;12;"MI"
"24/11/2020";"Guaíba - R09";82;9;"ME"
"24/11/2020";"Pelotas - R21";81;21;"SU"
"24/11/2020";"Bagé - R22";27;22;"SU"
"24/11/2020";"Palmeira das Missões - R15, R20";67;15;"NO"
"24/11/2020";"Uruguaiana - R03";74;3;"CO"
"21/11/2020";"Santo Ângelo - R11";23;11;"MI"
"20/11/2020";"Canoas - R08";274;8;"ME"
"20/11/2020";"Ijuí - R13";86;13;"MI"
"20/11/2020";"Porto Alegre - R10";687;10;"ME"
"20/11/2020";"Novo Hamburgo - R07";185;7;"ME"
"20/11/2020";"Palmeira das Missões - R15, R20";106;15;"NO"
"20/11/2020";"Caxias do Sul - R23, R24, R25, R26";384;23;"SE"
"20/11/2020";"Uruguaiana - R03";233;3;"CO"
"20/11/2020";"Santa Cruz do Sul - R28";87;28;"VA"
"20/11/2020";"Capão da Canoa - R04, R05";118;4;"ME"
"20/11/2020";"Santa Rosa - R14";94;14;"MI"
"20/11/2020";"Santo Ângelo - R11";53;11;"MI"
"20/11/2020";"Passo Fundo - R17, R18, R19";243;17;"NO"
"20/11/2020";"Taquara - R06";60;6;"ME"
"20/11/2020";"Santa Maria - R01, R02";148;1;"CO"
"19/11/2020";"Capão da Canoa - R04, R05";121;4;"ME"
"19/11/2020";"Canoas - R08";198;8;"ME"
"19/11/2020";"Uruguaiana - R03";123;3;"CO"
"19/11/2020";"Caxias do Sul - R23, R24, R25, R26";504;23;"SE"
"19/11/2020";"Santa Maria - R01, R02";90;1;"CO"
"19/11/2020";"Ijuí - R13";75;13;"MI"
"19/11/2020";"Santo Ângelo - R11";52;11;"MI"
"19/11/2020";"Passo Fundo - R17, R18, R19";234;17;"NO"
"19/11/2020";"Lajeado - R29, R30";143;29;"VA"
"19/11/2020";"Novo Hamburgo - R07";262;7;"ME"
"19/11/2020";"Taquara - R06";37;6;"ME"
"19/11/2020";"Cruz Alta - R12";37;12;"MI"
"19/11/2020";"Porto Alegre - R10";310;10;"ME"
"19/11/2020";"Guaíba - R09";42;9;"ME"
"19/11/2020";"Palmeira das Missões - R15, R20";84;15;"NO"
"19/11/2020";"Santa Cruz do Sul - R28";66;28;"VA"
"19/11/2020";"Pelotas - R21";58;21;"SU"
"19/11/2020";"Santa Rosa - R14";57;14;"MI"
"19/11/2020";"Bagé - R22";47;22;"SU"
"19/11/2020";"Cachoeira do Sul - R27";11;27;"VA"
"19/11/2020";"Erechim - R16";112;16;"NO"
"20/11/2020";"Guaíba - R09";85;9;"ME"
"20/11/2020";"Pelotas - R21";59;21;"SU"
"20/11/2020";"Cruz Alta - R12";27;12;"MI"
"20/11/2020";"Bagé - R22";55;22;"SU"
"20/11/2020";"Erechim - R16";135;16;"NO"
"22/11/2020";"Cachoeira do Sul - R27";31;27;"VA"
"22/11/2020";"Canoas - R08";28;8;"ME"
"23/11/2020";"Guaíba - R09";7;9;"ME"
"23/11/2020";"Cachoeira do Sul - R27";8;27;"VA"
"20/11/2020";"Lajeado - R29, R30";69;29;"VA"
"23/11/2020";"Lajeado - R29, R30";8;29;"VA"
"23/11/2020";"Pelotas - R21";9;21;"SU"
"20/11/2020";"Cachoeira do Sul - R27";29;27;"VA"
"23/11/2020";"Novo Hamburgo - R07";8;7;"ME"
"23/11/2020";"Palmeira das Missões - R15, R20";3;15;"NO"
"23/11/2020";"Santo Ângelo - R11";1;11;"MI"
"23/11/2020";"Santa Cruz do Sul - R28";2;28;"VA"
"26/11/2020";"Caxias do Sul - R23, R24, R25, R26";171;23;"SE"
"26/11/2020";"Taquara - R06";99;6;"ME"
"26/11/2020";"Guaíba - R09";56;9;"ME"
"26/11/2020";"Porto Alegre - R10";447;10;"ME"
"26/11/2020";"Passo Fundo - R17, R18, R19";211;17;"NO"
"26/11/2020";"Pelotas - R21";146;21;"SU"
"26/11/2020";"Capão da Canoa - R04, R05";159;4;"ME"
"26/11/2020";"Uruguaiana - R03";80;3;"CO"
"26/11/2020";"Novo Hamburgo - R07";187;7;"ME"
"26/11/2020";"Canoas - R08";151;8;"ME"
"26/11/2020";"Santa Rosa - R14";106;14;"MI"
"26/11/2020";"Santo Ângelo - R11";50;11;"MI"
"26/11/2020";"Cachoeira do Sul - R27";44;27;"VA"
"26/11/2020";"Erechim - R16";105;16;"NO"
"26/11/2020";"Santa Maria - R01, R02";60;1;"CO"
"26/11/2020";"Santa Cruz do Sul - R28";44;28;"VA"
"26/11/2020";"Ijuí - R13";53;13;"MI"
"26/11/2020";"Cruz Alta - R12";37;12;"MI"
"26/11/2020";"Bagé - R22";7;22;"SU"
"26/11/2020";"Palmeira das Missões - R15, R20";58;15;"NO"
"28/11/2020";"Canoas - R08";398;8;"ME"
"28/11/2020";"Santa Cruz do Sul - R28";263;28;"VA"
"28/11/2020";"Passo Fundo - R17, R18, R19";567;17;"NO"
"28/11/2020";"Caxias do Sul - R23, R24, R25, R26";1045;23;"SE"
"28/11/2020";"Santa Rosa - R14";228;14;"MI"
"28/11/2020";"Erechim - R16";344;16;"NO"
"28/11/2020";"Ijuí - R13";133;13;"MI"
"28/11/2020";"Uruguaiana - R03";248;3;"CO"
"28/11/2020";"Capão da Canoa - R04, R05";424;4;"ME"
"28/11/2020";"Porto Alegre - R10";1067;10;"ME"
"28/11/2020";"Novo Hamburgo - R07";715;7;"ME"
"28/11/2020";"Santo Ângelo - R11";111;11;"MI"
"28/11/2020";"Cruz Alta - R12";47;12;"MI"
"28/11/2020";"Taquara - R06";184;6;"ME"
"28/11/2020";"Pelotas - R21";559;21;"SU"
"28/11/2020";"Santa Maria - R01, R02";334;1;"CO"
"28/11/2020";"Palmeira das Missões - R15, R20";225;15;"NO"
"28/11/2020";"Guaíba - R09";234;9;"ME"
"28/11/2020";"Lajeado - R29, R30";259;29;"VA"
"28/11/2020";"Bagé - R22";96;22;"SU"
"28/11/2020";"Cachoeira do Sul - R27";83;27;"VA"
"30/11/2020";"Passo Fundo - R17, R18, R19";107;17;"NO"
"30/11/2020";"Palmeira das Missões - R15, R20";21;15;"NO"
"30/11/2020";"Bagé - R22";41;22;"SU"
"30/11/2020";"Santa Maria - R01, R02";24;1;"CO"
"30/11/2020";"Porto Alegre - R10";477;10;"ME"
"30/11/2020";"Pelotas - R21";129;21;"SU"
"30/11/2020";"Uruguaiana - R03";36;3;"CO"
"30/11/2020";"Novo Hamburgo - R07";54;7;"ME"
"30/11/2020";"Capão da Canoa - R04, R05";48;4;"ME"
"30/11/2020";"Canoas - R08";39;8;"ME"
"30/11/2020";"Caxias do Sul - R23, R24, R25, R26";199;23;"SE"
"30/11/2020";"Santo Ângelo - R11";10;11;"MI"
"30/11/2020";"Taquara - R06";10;6;"ME"
"30/11/2020";"Santa Rosa - R14";37;14;"MI"
"30/11/2020";"Cachoeira do Sul - R27";9;27;"VA"
"30/11/2020";"Lajeado - R29, R30";10;29;"VA"
"01/12/2020";"Passo Fundo - R17, R18, R19";307;17;"NO"
"01/12/2020";"Santa Cruz do Sul - R28";82;28;"VA"
"01/12/2020";"Taquara - R06";140;6;"ME"
"01/12/2020";"Santa Maria - R01, R02";168;1;"CO"
"01/12/2020";"Erechim - R16";242;16;"NO"
"01/12/2020";"Novo Hamburgo - R07";329;7;"ME"
"01/12/2020";"Bagé - R22";35;22;"SU"
"01/12/2020";"Porto Alegre - R10";469;10;"ME"
"01/12/2020";"Lajeado - R29, R30";225;29;"VA"
"01/12/2020";"Uruguaiana - R03";212;3;"CO"
"01/12/2020";"Santa Rosa - R14";178;14;"MI"
"01/12/2020";"Santo Ângelo - R11";164;11;"MI"
"01/12/2020";"Guaíba - R09";98;9;"ME"
"01/12/2020";"Caxias do Sul - R23, R24, R25, R26";573;23;"SE"
"01/12/2020";"Canoas - R08";381;8;"ME"
"01/12/2020";"Pelotas - R21";144;21;"SU"
"01/12/2020";"Ijuí - R13";68;13;"MI"
"01/12/2020";"Palmeira das Missões - R15, R20";180;15;"NO"
"26/11/2020";"Lajeado - R29, R30";117;29;"VA"
"30/11/2020";"Santa Cruz do Sul - R28";4;28;"VA"
"30/11/2020";"Ijuí - R13";21;13;"MI"
"30/11/2020";"Guaíba - R09";16;9;"ME"
"30/11/2020";"Erechim - R16";13;16;"NO"
"01/12/2020";"Capão da Canoa - R04, R05";288;4;"ME"
"01/12/2020";"Cruz Alta - R12";55;12;"MI"
"01/12/2020";"Cachoeira do Sul - R27";53;27;"VA"
"25/11/2020";"Lajeado - R29, R30";206;29;"VA"
"25/11/2020";"Caxias do Sul - R23, R24, R25, R26";498;23;"SE"
"25/11/2020";"Porto Alegre - R10";695;10;"ME"
"25/11/2020";"Santa Maria - R01, R02";256;1;"CO"
"25/11/2020";"Capão da Canoa - R04, R05";247;4;"ME"
"25/11/2020";"Passo Fundo - R17, R18, R19";234;17;"NO"
"25/11/2020";"Santa Rosa - R14";205;14;"MI"
"25/11/2020";"Uruguaiana - R03";187;3;"CO"
"25/11/2020";"Erechim - R16";308;16;"NO"
"25/11/2020";"Palmeira das Missões - R15, R20";168;15;"NO"
"25/11/2020";"Novo Hamburgo - R07";467;7;"ME"
"25/11/2020";"Taquara - R06";49;6;"ME"
"25/11/2020";"Canoas - R08";292;8;"ME"
"25/11/2020";"Guaíba - R09";107;9;"ME"
"25/11/2020";"Cruz Alta - R12";37;12;"MI"
"25/11/2020";"Ijuí - R13";89;13;"MI"
"27/11/2020";"Passo Fundo - R17, R18, R19";173;17;"NO"
"27/11/2020";"Pelotas - R21";115;21;"SU"
"27/11/2020";"Uruguaiana - R03";61;3;"CO"
"27/11/2020";"Novo Hamburgo - R07";272;7;"ME"
"27/11/2020";"Caxias do Sul - R23, R24, R25, R26";324;23;"SE"
"29/11/2020";"Novo Hamburgo - R07";43;7;"ME"
"29/11/2020";"Porto Alegre - R10";797;10;"ME"
"29/11/2020";"Caxias do Sul - R23, R24, R25, R26";141;23;"SE"
"29/11/2020";"Pelotas - R21";231;21;"SU"
"29/11/2020";"Passo Fundo - R17, R18, R19";107;17;"NO"
"29/11/2020";"Capão da Canoa - R04, R05";75;4;"ME"
"29/11/2020";"Taquara - R06";15;6;"ME"
"29/11/2020";"Guaíba - R09";25;9;"ME"
"27/11/2020";"Porto Alegre - R10";419;10;"ME"
"27/11/2020";"Canoas - R08";85;8;"ME"
"27/11/2020";"Santa Rosa - R14";60;14;"MI"
"27/11/2020";"Santa Maria - R01, R02";285;1;"CO"
"27/11/2020";"Taquara - R06";52;6;"ME"
"27/11/2020";"Santa Cruz do Sul - R28";57;28;"VA"
"27/11/2020";"Lajeado - R29, R30";100;29;"VA"
"27/11/2020";"Guaíba - R09";51;9;"ME"
"27/11/2020";"Palmeira das Missões - R15, R20";74;15;"NO"
"27/11/2020";"Capão da Canoa - R04, R05";106;4;"ME"
"27/11/2020";"Ijuí - R13";54;13;"MI"
"27/11/2020";"Erechim - R16";142;16;"NO"
"27/11/2020";"Santo Ângelo - R11";44;11;"MI"
"25/11/2020";"Bagé - R22";28;22;"SU"
"25/11/2020";"Santo Ângelo - R11";93;11;"MI"
"25/11/2020";"Pelotas - R21";158;21;"SU"
"25/11/2020";"Santa Cruz do Sul - R28";103;28;"VA"
"29/11/2020";"Santa Maria - R01, R02";42;1;"CO"
"29/11/2020";"Canoas - R08";65;8;"ME"
"29/11/2020";"Uruguaiana - R03";75;3;"CO"
"29/11/2020";"Santa Rosa - R14";17;14;"MI"
"29/11/2020";"Palmeira das Missões - R15, R20";20;15;"NO"
"29/11/2020";"Santo Ângelo - R11";4;11;"MI"
"02/12/2020";"Santo Ângelo - R11";140;11;"MI"
"02/12/2020";"Santa Maria - R01, R02";124;1;"CO"
"02/12/2020";"Caxias do Sul - R23, R24, R25, R26";668;23;"SE"
"02/12/2020";"Porto Alegre - R10";625;10;"ME"
"02/12/2020";"Uruguaiana - R03";230;3;"CO"
"02/12/2020";"Lajeado - R29, R30";185;29;"VA"
"02/12/2020";"Guaíba - R09";186;9;"ME"
"02/12/2020";"Canoas - R08";188;8;"ME"
"02/12/2020";"Santa Cruz do Sul - R28";175;28;"VA"
"02/12/2020";"Bagé - R22";53;22;"SU"
"02/12/2020";"Cachoeira do Sul - R27";56;27;"VA"
"02/12/2020";"Passo Fundo - R17, R18, R19";502;17;"NO"
"02/12/2020";"Pelotas - R21";188;21;"SU"
"02/12/2020";"Palmeira das Missões - R15, R20";211;15;"NO"
"02/12/2020";"Cruz Alta - R12";33;12;"MI"
"02/12/2020";"Novo Hamburgo - R07";484;7;"ME"
"29/11/2020";"Lajeado - R29, R30";34;29;"VA"
"27/11/2020";"Cachoeira do Sul - R27";32;27;"VA"
"25/11/2020";"Cachoeira do Sul - R27";33;27;"VA"
"29/11/2020";"Ijuí - R13";12;13;"MI"
"29/11/2020";"Erechim - R16";6;16;"NO"
"02/12/2020";"Erechim - R16";218;16;"NO"
"02/12/2020";"Santa Rosa - R14";147;14;"MI"
"02/12/2020";"Capão da Canoa - R04, R05";209;4;"ME"
"02/12/2020";"Ijuí - R13";85;13;"MI"
"29/11/2020";"Cachoeira do Sul - R27";11;27;"VA"
"27/11/2020";"Bagé - R22";8;22;"SU"
"27/11/2020";"Cruz Alta - R12";6;12;"MI"
"29/11/2020";"Cruz Alta - R12";16;12;"MI"
"02/12/2020";"Taquara - R06";126;6;"ME"
"29/11/2020";"Santa Cruz do Sul - R28";3;28;"VA"
"29/11/2020";"Bagé - R22";8;22;"SU"
"03/12/2020";"Passo Fundo - R17, R18, R19";358;17;"NO"
"03/12/2020";"Capão da Canoa - R04, R05";182;4;"ME"
"03/12/2020";"Porto Alegre - R10";1285;10;"ME"
"03/12/2020";"Novo Hamburgo - R07";528;7;"ME"
"03/12/2020";"Erechim - R16";352;16;"NO"
"03/12/2020";"Ijuí - R13";117;13;"MI"
"03/12/2020";"Canoas - R08";317;8;"ME"
"03/12/2020";"Uruguaiana - R03";169;3;"CO"
"03/12/2020";"Santa Rosa - R14";217;14;"MI"
"03/12/2020";"Cruz Alta - R12";92;12;"MI"
"03/12/2020";"Caxias do Sul - R23, R24, R25, R26";804;23;"SE"
"03/12/2020";"Santa Cruz do Sul - R28";119;28;"VA"
"03/12/2020";"Cachoeira do Sul - R27";64;27;"VA"
"03/12/2020";"Santo Ângelo - R11";165;11;"MI"
"03/12/2020";"Pelotas - R21";97;21;"SU"
"03/12/2020";"Guaíba - R09";135;9;"ME"
"03/12/2020";"Santa Maria - R01, R02";120;1;"CO"
"03/12/2020";"Lajeado - R29, R30";156;29;"VA"
"03/12/2020";"Palmeira das Missões - R15, R20";185;15;"NO"
"03/12/2020";"Bagé - R22";48;22;"SU"
"03/12/2020";"Taquara - R06";154;6;"ME"
"05/12/2020";"Novo Hamburgo - R07";455;7;"ME"
"05/12/2020";"Canoas - R08";344;8;"ME"
"05/12/2020";"Porto Alegre - R10";838;10;"ME"
"05/12/2020";"Palmeira das Missões - R15, R20";153;15;"NO"
"05/12/2020";"Passo Fundo - R17, R18, R19";277;17;"NO"
"05/12/2020";"Caxias do Sul - R23, R24, R25, R26";820;23;"SE"
"05/12/2020";"Capão da Canoa - R04, R05";121;4;"ME"
"05/12/2020";"Pelotas - R21";180;21;"SU"
"05/12/2020";"Lajeado - R29, R30";183;29;"VA"
"05/12/2020";"Santa Rosa - R14";172;14;"MI"
"05/12/2020";"Erechim - R16";138;16;"NO"
"05/12/2020";"Santa Maria - R01, R02";165;1;"CO"
"05/12/2020";"Santa Cruz do Sul - R28";97;28;"VA"
"06/12/2020";"Porto Alegre - R10";962;10;"ME"
"06/12/2020";"Capão da Canoa - R04, R05";115;4;"ME"
"06/12/2020";"Uruguaiana - R03";120;3;"CO"
"06/12/2020";"Ijuí - R13";38;13;"MI"
"06/12/2020";"Passo Fundo - R17, R18, R19";168;17;"NO"
"06/12/2020";"Santa Rosa - R14";26;14;"MI"
"06/12/2020";"Pelotas - R21";119;21;"SU"
"06/12/2020";"Bagé - R22";59;22;"SU"
"06/12/2020";"Canoas - R08";119;8;"ME"
"06/12/2020";"Guaíba - R09";47;9;"ME"
"06/12/2020";"Caxias do Sul - R23, R24, R25, R26";45;23;"SE"
"06/12/2020";"Novo Hamburgo - R07";136;7;"ME"
"06/12/2020";"Santa Maria - R01, R02";85;1;"CO"
"05/12/2020";"Uruguaiana - R03";233;3;"CO"
"05/12/2020";"Ijuí - R13";87;13;"MI"
"05/12/2020";"Cachoeira do Sul - R27";35;27;"VA"
"05/12/2020";"Taquara - R06";167;6;"ME"
"06/12/2020";"Santo Ângelo - R11";10;11;"MI"
"06/12/2020";"Cachoeira do Sul - R27";37;27;"VA"
"07/12/2020";"Porto Alegre - R10";730;10;"ME"
"07/12/2020";"Ijuí - R13";70;13;"MI"
"07/12/2020";"Passo Fundo - R17, R18, R19";169;17;"NO"
"07/12/2020";"Canoas - R08";74;8;"ME"
"07/12/2020";"Novo Hamburgo - R07";117;7;"ME"
"07/12/2020";"Caxias do Sul - R23, R24, R25, R26";60;23;"SE"
"07/12/2020";"Uruguaiana - R03";13;3;"CO"
"07/12/2020";"Santa Cruz do Sul - R28";16;28;"VA"
"07/12/2020";"Pelotas - R21";86;21;"SU"
"07/12/2020";"Santa Rosa - R14";13;14;"MI"
"07/12/2020";"Guaíba - R09";32;9;"ME"
"07/12/2020";"Taquara - R06";7;6;"ME"
"07/12/2020";"Santa Maria - R01, R02";50;1;"CO"
"07/12/2020";"Erechim - R16";16;16;"NO"
"07/12/2020";"Capão da Canoa - R04, R05";17;4;"ME"
"07/12/2020";"Bagé - R22";35;22;"SU"
"07/12/2020";"Santo Ângelo - R11";43;11;"MI"
"08/12/2020";"Porto Alegre - R10";295;10;"ME"
"08/12/2020";"Caxias do Sul - R23, R24, R25, R26";478;23;"SE"
"08/12/2020";"Palmeira das Missões - R15, R20";203;15;"NO"
"08/12/2020";"Canoas - R08";337;8;"ME"
"08/12/2020";"Cachoeira do Sul - R27";44;27;"VA"
"08/12/2020";"Lajeado - R29, R30";255;29;"VA"
"08/12/2020";"Passo Fundo - R17, R18, R19";475;17;"NO"
"08/12/2020";"Pelotas - R21";156;21;"SU"
"08/12/2020";"Novo Hamburgo - R07";394;7;"ME"
"08/12/2020";"Santo Ângelo - R11";117;11;"MI"
"08/12/2020";"Taquara - R06";100;6;"ME"
"08/12/2020";"Bagé - R22";80;22;"SU"
"08/12/2020";"Erechim - R16";162;16;"NO"
"08/12/2020";"Uruguaiana - R03";128;3;"CO"
"08/12/2020";"Capão da Canoa - R04, R05";263;4;"ME"
"08/12/2020";"Santa Cruz do Sul - R28";136;28;"VA"
"08/12/2020";"Santa Maria - R01, R02";195;1;"CO"
"08/12/2020";"Ijuí - R13";96;13;"MI"
"08/12/2020";"Santa Rosa - R14";161;14;"MI"
"05/12/2020";"Guaíba - R09";39;9;"ME"
"05/12/2020";"Cruz Alta - R12";32;12;"MI"
"07/12/2020";"Cruz Alta - R12";24;12;"MI"
"08/12/2020";"Guaíba - R09";50;9;"ME"
"08/12/2020";"Cruz Alta - R12";74;12;"MI"
"06/12/2020";"Palmeira das Missões - R15, R20";20;15;"NO"
"06/12/2020";"Santa Cruz do Sul - R28";8;28;"VA"
"06/12/2020";"Lajeado - R29, R30";5;29;"VA"
"06/12/2020";"Cruz Alta - R12";4;12;"MI"
"07/12/2020";"Palmeira das Missões - R15, R20";15;15;"NO"
"07/12/2020";"Lajeado - R29, R30";8;29;"VA"
"06/12/2020";"Erechim - R16";5;16;"NO"
"06/12/2020";"Taquara - R06";2;6;"ME"
"05/12/2020";"Santo Ângelo - R11";51;11;"MI"
"05/12/2020";"Bagé - R22";16;22;"SU"
"07/12/2020";"Cachoeira do Sul - R27";1;27;"VA"
"04/12/2020";"Bagé - R22";40;22;"SU"
"04/12/2020";"Taquara - R06";113;6;"ME"
"04/12/2020";"Caxias do Sul - R23, R24, R25, R26";944;23;"SE"
"04/12/2020";"Guaíba - R09";52;9;"ME"
"04/12/2020";"Lajeado - R29, R30";244;29;"VA"
"04/12/2020";"Porto Alegre - R10";745;10;"ME"
"04/12/2020";"Novo Hamburgo - R07";463;7;"ME"
"04/12/2020";"Erechim - R16";285;16;"NO"
"04/12/2020";"Canoas - R08";221;8;"ME"
"04/12/2020";"Cruz Alta - R12";43;12;"MI"
"04/12/2020";"Santa Maria - R01, R02";204;1;"CO"
"04/12/2020";"Passo Fundo - R17, R18, R19";461;17;"NO"
"04/12/2020";"Santa Rosa - R14";131;14;"MI"
"04/12/2020";"Palmeira das Missões - R15, R20";184;15;"NO"
"04/12/2020";"Capão da Canoa - R04, R05";263;4;"ME"
"04/12/2020";"Santa Cruz do Sul - R28";132;28;"VA"
"04/12/2020";"Santo Ângelo - R11";154;11;"MI"
"04/12/2020";"Uruguaiana - R03";152;3;"CO"
"04/12/2020";"Pelotas - R21";121;21;"SU"
"04/12/2020";"Ijuí - R13";97;13;"MI"
"04/12/2020";"Cachoeira do Sul - R27";25;27;"VA"
"09/12/2020";"Caxias do Sul - R23, R24, R25, R26";780;23;"SE"
"09/12/2020";"Ijuí - R13";165;13;"MI"
"09/12/2020";"Santa Rosa - R14";157;14;"MI"
"09/12/2020";"Passo Fundo - R17, R18, R19";346;17;"NO"
"09/12/2020";"Santa Cruz do Sul - R28";132;28;"VA"
"09/12/2020";"Porto Alegre - R10";469;10;"ME"
"09/12/2020";"Novo Hamburgo - R07";895;7;"ME"
"09/12/2020";"Canoas - R08";206;8;"ME"
"09/12/2020";"Santa Maria - R01, R02";195;1;"CO"
"09/12/2020";"Pelotas - R21";244;21;"SU"
"09/12/2020";"Palmeira das Missões - R15, R20";179;15;"NO"
"09/12/2020";"Santo Ângelo - R11";64;11;"MI"
"09/12/2020";"Guaíba - R09";112;9;"ME"
"09/12/2020";"Uruguaiana - R03";155;3;"CO"
"09/12/2020";"Erechim - R16";156;16;"NO"
"09/12/2020";"Capão da Canoa - R04, R05";245;4;"ME"
"09/12/2020";"Lajeado - R29, R30";216;29;"VA"
"09/12/2020";"Bagé - R22";40;22;"SU"
"09/12/2020";"Taquara - R06";50;6;"ME"
"09/12/2020";"Cachoeira do Sul - R27";25;27;"VA"
"09/12/2020";"Cruz Alta - R12";86;12;"MI"
"13/12/2020";"Porto Alegre - R10";2797;10;"ME"
"13/12/2020";"Canoas - R08";357;8;"ME"
"13/12/2020";"Santa Cruz do Sul - R28";10;28;"VA"
"13/12/2020";"Capão da Canoa - R04, R05";33;4;"ME"
"13/12/2020";"Guaíba - R09";109;9;"ME"
"13/12/2020";"Novo Hamburgo - R07";67;7;"ME"
"13/12/2020";"Lajeado - R29, R30";57;29;"VA"
"13/12/2020";"Pelotas - R21";97;21;"SU"
"13/12/2020";"Passo Fundo - R17, R18, R19";77;17;"NO"
"13/12/2020";"Bagé - R22";66;22;"SU"
"13/12/2020";"Santa Maria - R01, R02";39;1;"CO"
"13/12/2020";"Uruguaiana - R03";14;3;"CO"
"13/12/2020";"Cachoeira do Sul - R27";7;27;"VA"
"13/12/2020";"Caxias do Sul - R23, R24, R25, R26";28;23;"SE"
"13/12/2020";"Palmeira das Missões - R15, R20";17;15;"NO"
"14/12/2020";"Porto Alegre - R10";887;10;"ME"
"14/12/2020";"Santa Maria - R01, R02";60;1;"CO"
"14/12/2020";"Pelotas - R21";363;21;"SU"
"14/12/2020";"Bagé - R22";18;22;"SU"
"14/12/2020";"Canoas - R08";119;8;"ME"
"14/12/2020";"Santo Ângelo - R11";46;11;"MI"
"14/12/2020";"Novo Hamburgo - R07";146;7;"ME"
"14/12/2020";"Passo Fundo - R17, R18, R19";235;17;"NO"
"14/12/2020";"Santa Rosa - R14";61;14;"MI"
"14/12/2020";"Caxias do Sul - R23, R24, R25, R26";120;23;"SE"
"16/12/2020";"Pelotas - R21";427;21;"SU"
"16/12/2020";"Ijuí - R13";107;13;"MI"
"16/12/2020";"Santo Ângelo - R11";320;11;"MI"
"16/12/2020";"Santa Cruz do Sul - R28";200;28;"VA"
"16/12/2020";"Capão da Canoa - R04, R05";401;4;"ME"
"16/12/2020";"Santa Maria - R01, R02";436;1;"CO"
"16/12/2020";"Novo Hamburgo - R07";562;7;"ME"
"16/12/2020";"Passo Fundo - R17, R18, R19";341;17;"NO"
"16/12/2020";"Caxias do Sul - R23, R24, R25, R26";1243;23;"SE"
"16/12/2020";"Guaíba - R09";165;9;"ME"
"16/12/2020";"Taquara - R06";135;6;"ME"
"16/12/2020";"Lajeado - R29, R30";245;29;"VA"
"16/12/2020";"Palmeira das Missões - R15, R20";173;15;"NO"
"16/12/2020";"Canoas - R08";406;8;"ME"
"16/12/2020";"Erechim - R16";190;16;"NO"
"16/12/2020";"Porto Alegre - R10";319;10;"ME"
"16/12/2020";"Cachoeira do Sul - R27";139;27;"VA"
"16/12/2020";"Cruz Alta - R12";83;12;"MI"
"16/12/2020";"Santa Rosa - R14";181;14;"MI"
"16/12/2020";"Uruguaiana - R03";295;3;"CO"
"12/12/2020";"Erechim - R16";117;16;"NO"
"12/12/2020";"Novo Hamburgo - R07";684;7;"ME"
"12/12/2020";"Porto Alegre - R10";168;10;"ME"
"12/12/2020";"Guaíba - R09";79;9;"ME"
"12/12/2020";"Lajeado - R29, R30";201;29;"VA"
"12/12/2020";"Bagé - R22";22;22;"SU"
"12/12/2020";"Caxias do Sul - R23, R24, R25, R26";422;23;"SE"
"12/12/2020";"Canoas - R08";136;8;"ME"
"12/12/2020";"Santa Rosa - R14";127;14;"MI"
"12/12/2020";"Santa Maria - R01, R02";298;1;"CO"
"12/12/2020";"Uruguaiana - R03";137;3;"CO"
"12/12/2020";"Passo Fundo - R17, R18, R19";244;17;"NO"
"12/12/2020";"Palmeira das Missões - R15, R20";125;15;"NO"
"12/12/2020";"Santa Cruz do Sul - R28";95;28;"VA"
"12/12/2020";"Taquara - R06";118;6;"ME"
"12/12/2020";"Ijuí - R13";98;13;"MI"
"12/12/2020";"Pelotas - R21";197;21;"SU"
"12/12/2020";"Capão da Canoa - R04, R05";81;4;"ME"
"12/12/2020";"Cruz Alta - R12";22;12;"MI"
"12/12/2020";"Santo Ângelo - R11";88;11;"MI"
"14/12/2020";"Capão da Canoa - R04, R05";95;4;"ME"
"14/12/2020";"Ijuí - R13";57;13;"MI"
"14/12/2020";"Erechim - R16";12;16;"NO"
"14/12/2020";"Lajeado - R29, R30";18;29;"VA"
